"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","DNA binding","GO:0003677","3.742524464069211e-22","21.42683535208697","1175","974","253","8454","ENSMUSG00000025408,ENSMUSG00000031939,ENSMUSG00000058385,ENSMUSG00000069305,ENSMUSG00000000078,ENSMUSG00000026628,ENSMUSG00000018102,ENSMUSG00000052684,ENSMUSG00000069303,ENSMUSG00000094248,ENSMUSG00000042406,ENSMUSG00000037465,ENSMUSG00000069307,ENSMUSG00000048756,ENSMUSG00000048249,ENSMUSG00000052837,ENSMUSG00000036181,ENSMUSG00000044934,ENSMUSG00000052565,ENSMUSG00000020653,ENSMUSG00000011267,ENSMUSG00000030256,ENSMUSG00000034701,ENSMUSG00000026923,ENSMUSG00000094338,ENSMUSG00000044636,ENSMUSG00000018143,ENSMUSG00000003032,ENSMUSG00000049516,ENSMUSG00000044786,ENSMUSG00000046962,ENSMUSG00000029627,ENSMUSG00000053560,ENSMUSG00000021250,ENSMUSG00000101355,ENSMUSG00000023034,ENSMUSG00000035011,ENSMUSG00000064220,ENSMUSG00000060639,ENSMUSG00000060032,ENSMUSG00000056895,ENSMUSG00000099517,ENSMUSG00000069273,ENSMUSG00000005148,ENSMUSG00000039220,ENSMUSG00000020889,ENSMUSG00000069265,ENSMUSG00000022389,ENSMUSG00000060678,ENSMUSG00000016559,ENSMUSG00000075031,ENSMUSG00000035958,ENSMUSG00000095217,ENSMUSG00000060981,ENSMUSG00000071516,ENSMUSG00000101972,ENSMUSG00000039473,ENSMUSG00000069308,ENSMUSG00000069267,ENSMUSG00000032238,ENSMUSG00000025912,ENSMUSG00000015839,ENSMUSG00000078851,ENSMUSG00000042821,ENSMUSG00000022601,ENSMUSG00000069270,ENSMUSG00000038560,ENSMUSG00000055148,ENSMUSG00000054604,ENSMUSG00000002996,ENSMUSG00000114279,ENSMUSG00000031609,ENSMUSG00000036822,ENSMUSG00000063021,ENSMUSG00000034998,ENSMUSG00000001156,ENSMUSG00000062727,ENSMUSG00000069300,ENSMUSG00000048118,ENSMUSG00000099583,ENSMUSG00000006585,ENSMUSG00000036390,ENSMUSG00000064288,ENSMUSG00000049539,ENSMUSG00000074403,ENSMUSG00000021775,ENSMUSG00000078671,ENSMUSG00000002983,ENSMUSG00000002028,ENSMUSG00000024750,ENSMUSG00000038418,ENSMUSG00000039219,ENSMUSG00000034640,ENSMUSG00000036461,ENSMUSG00000030619,ENSMUSG00000026048,ENSMUSG00000025409,ENSMUSG00000038550,ENSMUSG00000047141,ENSMUSG00000091405,ENSMUSG00000055053,ENSMUSG00000111314,ENSMUSG00000024986,ENSMUSG00000042390,ENSMUSG00000061878,ENSMUSG00000035310,ENSMUSG00000040857,ENSMUSG00000022961,ENSMUSG00000048921,ENSMUSG00000040296,ENSMUSG00000040167,ENSMUSG00000051627,ENSMUSG00000033430,ENSMUSG00000069302,ENSMUSG00000037652,ENSMUSG00000020893,ENSMUSG00000071637,ENSMUSG00000030087,ENSMUSG00000003847,ENSMUSG00000038806,ENSMUSG00000037262,ENSMUSG00000003051,ENSMUSG00000021127,ENSMUSG00000058773,ENSMUSG00000022237,ENSMUSG00000032425,ENSMUSG00000069272,ENSMUSG00000021668,ENSMUSG00000094870,ENSMUSG00000056501,ENSMUSG00000022201,ENSMUSG00000025225,ENSMUSG00000020647,ENSMUSG00000067455,ENSMUSG00000000282,ENSMUSG00000037214,ENSMUSG00000100210,ENSMUSG00000022361,ENSMUSG00000043962,ENSMUSG00000022010,ENSMUSG00000060093,ENSMUSG00000025902,ENSMUSG00000069309,ENSMUSG00000042472,ENSMUSG00000037188,ENSMUSG00000068854,ENSMUSG00000029027,ENSMUSG00000055024,ENSMUSG00000030042,ENSMUSG00000075327,ENSMUSG00000020063,ENSMUSG00000057101,ENSMUSG00000022528,ENSMUSG00000024176,ENSMUSG00000056749,ENSMUSG00000075376,ENSMUSG00000024137,ENSMUSG00000039238,ENSMUSG00000009555,ENSMUSG00000061615,ENSMUSG00000061482,ENSMUSG00000026491,ENSMUSG00000071359,ENSMUSG00000110974,ENSMUSG00000071076,ENSMUSG00000069301,ENSMUSG00000069310,ENSMUSG00000030166,ENSMUSG00000114456,ENSMUSG00000025529,ENSMUSG00000032727,ENSMUSG00000071478,ENSMUSG00000030557,ENSMUSG00000094777,ENSMUSG00000038902,ENSMUSG00000021189,ENSMUSG00000061991,ENSMUSG00000069274,ENSMUSG00000074405,ENSMUSG00000019256,ENSMUSG00000093769,ENSMUSG00000011960,ENSMUSG00000004040,ENSMUSG00000023932,ENSMUSG00000035529,ENSMUSG00000049658,ENSMUSG00000029127,ENSMUSG00000024922,ENSMUSG00000019841,ENSMUSG00000026826,ENSMUSG00000024431,ENSMUSG00000105827,ENSMUSG00000037674,ENSMUSG00000069268,ENSMUSG00000029026,ENSMUSG00000037730,ENSMUSG00000037868,ENSMUSG00000021938,ENSMUSG00000023852,ENSMUSG00000069266,ENSMUSG00000018476,ENSMUSG00000031728,ENSMUSG00000027845,ENSMUSG00000029238,ENSMUSG00000074220,ENSMUSG00000021113,ENSMUSG00000018604,ENSMUSG00000055116,ENSMUSG00000024912,ENSMUSG00000020185,ENSMUSG00000111452,ENSMUSG00000037395,ENSMUSG00000031697,ENSMUSG00000031706,ENSMUSG00000004934,ENSMUSG00000069895,ENSMUSG00000027905,ENSMUSG00000071341,ENSMUSG00000020038,ENSMUSG00000054499,ENSMUSG00000020137,ENSMUSG00000024513,ENSMUSG00000037486,ENSMUSG00000049739,ENSMUSG00000007946,ENSMUSG00000038705,ENSMUSG00000053470,ENSMUSG00000022330,ENSMUSG00000081058,ENSMUSG00000033943,ENSMUSG00000018983,ENSMUSG00000063632,ENSMUSG00000018377,ENSMUSG00000029290,ENSMUSG00000032745,ENSMUSG00000048490,ENSMUSG00000027387,ENSMUSG00000064141,ENSMUSG00000025049,ENSMUSG00000054191,ENSMUSG00000024695,ENSMUSG00000034349,ENSMUSG00000037447,ENSMUSG00000027304,ENSMUSG00000023391,ENSMUSG00000030655,ENSMUSG00000025612,ENSMUSG00000036120,ENSMUSG00000001419,ENSMUSG00000038002,ENSMUSG00000033726,ENSMUSG00000059436,ENSMUSG00000024002"
"GO:MF","RNA polymerase II regulatory region DNA binding","GO:0001012","7.520508699591898e-17","16.123752782020905","357","974","106","8454","ENSMUSG00000025408,ENSMUSG00000000078,ENSMUSG00000026628,ENSMUSG00000052684,ENSMUSG00000042406,ENSMUSG00000037465,ENSMUSG00000048756,ENSMUSG00000048249,ENSMUSG00000052837,ENSMUSG00000030256,ENSMUSG00000034701,ENSMUSG00000026923,ENSMUSG00000018143,ENSMUSG00000003032,ENSMUSG00000053560,ENSMUSG00000021250,ENSMUSG00000023034,ENSMUSG00000035011,ENSMUSG00000005148,ENSMUSG00000020889,ENSMUSG00000022389,ENSMUSG00000016559,ENSMUSG00000032238,ENSMUSG00000025912,ENSMUSG00000015839,ENSMUSG00000042821,ENSMUSG00000054604,ENSMUSG00000001156,ENSMUSG00000036390,ENSMUSG00000021775,ENSMUSG00000078671,ENSMUSG00000002983,ENSMUSG00000002028,ENSMUSG00000038418,ENSMUSG00000036461,ENSMUSG00000030619,ENSMUSG00000038550,ENSMUSG00000055053,ENSMUSG00000111314,ENSMUSG00000024986,ENSMUSG00000035310,ENSMUSG00000040167,ENSMUSG00000020893,ENSMUSG00000071637,ENSMUSG00000030087,ENSMUSG00000003847,ENSMUSG00000003051,ENSMUSG00000094870,ENSMUSG00000056501,ENSMUSG00000025225,ENSMUSG00000020647,ENSMUSG00000000282,ENSMUSG00000037214,ENSMUSG00000043962,ENSMUSG00000022010,ENSMUSG00000055024,ENSMUSG00000075327,ENSMUSG00000020063,ENSMUSG00000022528,ENSMUSG00000024176,ENSMUSG00000056749,ENSMUSG00000024137,ENSMUSG00000039238,ENSMUSG00000009555,ENSMUSG00000071359,ENSMUSG00000110974,ENSMUSG00000071076,ENSMUSG00000030557,ENSMUSG00000038902,ENSMUSG00000021189,ENSMUSG00000004040,ENSMUSG00000023932,ENSMUSG00000035529,ENSMUSG00000024922,ENSMUSG00000026826,ENSMUSG00000024431,ENSMUSG00000037674,ENSMUSG00000029026,ENSMUSG00000037868,ENSMUSG00000021938,ENSMUSG00000018476,ENSMUSG00000029238,ENSMUSG00000018604,ENSMUSG00000055116,ENSMUSG00000024912,ENSMUSG00000020185,ENSMUSG00000031706,ENSMUSG00000071341,ENSMUSG00000020038,ENSMUSG00000049739,ENSMUSG00000007946,ENSMUSG00000038705,ENSMUSG00000053470,ENSMUSG00000022330,ENSMUSG00000033943,ENSMUSG00000018983,ENSMUSG00000063632,ENSMUSG00000018377,ENSMUSG00000048490,ENSMUSG00000027387,ENSMUSG00000024695,ENSMUSG00000023391,ENSMUSG00000025612,ENSMUSG00000001419,ENSMUSG00000033726,ENSMUSG00000059436"
"GO:MF","RNA polymerase II regulatory region sequence-specific DNA binding","GO:0000977","3.5985787511570616e-16","15.443868988788987","353","974","104","8454","ENSMUSG00000025408,ENSMUSG00000000078,ENSMUSG00000026628,ENSMUSG00000052684,ENSMUSG00000042406,ENSMUSG00000037465,ENSMUSG00000048756,ENSMUSG00000048249,ENSMUSG00000052837,ENSMUSG00000030256,ENSMUSG00000034701,ENSMUSG00000026923,ENSMUSG00000018143,ENSMUSG00000003032,ENSMUSG00000053560,ENSMUSG00000021250,ENSMUSG00000023034,ENSMUSG00000035011,ENSMUSG00000005148,ENSMUSG00000020889,ENSMUSG00000022389,ENSMUSG00000016559,ENSMUSG00000032238,ENSMUSG00000025912,ENSMUSG00000015839,ENSMUSG00000042821,ENSMUSG00000054604,ENSMUSG00000001156,ENSMUSG00000036390,ENSMUSG00000021775,ENSMUSG00000078671,ENSMUSG00000002983,ENSMUSG00000002028,ENSMUSG00000038418,ENSMUSG00000036461,ENSMUSG00000030619,ENSMUSG00000038550,ENSMUSG00000055053,ENSMUSG00000111314,ENSMUSG00000024986,ENSMUSG00000035310,ENSMUSG00000040167,ENSMUSG00000020893,ENSMUSG00000071637,ENSMUSG00000030087,ENSMUSG00000003847,ENSMUSG00000003051,ENSMUSG00000094870,ENSMUSG00000056501,ENSMUSG00000025225,ENSMUSG00000000282,ENSMUSG00000037214,ENSMUSG00000043962,ENSMUSG00000022010,ENSMUSG00000055024,ENSMUSG00000075327,ENSMUSG00000020063,ENSMUSG00000022528,ENSMUSG00000024176,ENSMUSG00000056749,ENSMUSG00000024137,ENSMUSG00000039238,ENSMUSG00000009555,ENSMUSG00000071359,ENSMUSG00000110974,ENSMUSG00000071076,ENSMUSG00000030557,ENSMUSG00000038902,ENSMUSG00000004040,ENSMUSG00000023932,ENSMUSG00000035529,ENSMUSG00000024922,ENSMUSG00000026826,ENSMUSG00000024431,ENSMUSG00000037674,ENSMUSG00000029026,ENSMUSG00000037868,ENSMUSG00000021938,ENSMUSG00000018476,ENSMUSG00000029238,ENSMUSG00000018604,ENSMUSG00000055116,ENSMUSG00000024912,ENSMUSG00000020185,ENSMUSG00000031706,ENSMUSG00000071341,ENSMUSG00000020038,ENSMUSG00000049739,ENSMUSG00000007946,ENSMUSG00000038705,ENSMUSG00000053470,ENSMUSG00000022330,ENSMUSG00000033943,ENSMUSG00000018983,ENSMUSG00000063632,ENSMUSG00000018377,ENSMUSG00000048490,ENSMUSG00000027387,ENSMUSG00000024695,ENSMUSG00000023391,ENSMUSG00000025612,ENSMUSG00000001419,ENSMUSG00000033726,ENSMUSG00000059436"
"GO:MF","transcription regulatory region DNA binding","GO:0044212","3.1645899999172853e-14","13.499682548619031","457","974","119","8454","ENSMUSG00000025408,ENSMUSG00000000078,ENSMUSG00000026628,ENSMUSG00000052684,ENSMUSG00000042406,ENSMUSG00000037465,ENSMUSG00000048756,ENSMUSG00000048249,ENSMUSG00000052837,ENSMUSG00000020653,ENSMUSG00000030256,ENSMUSG00000034701,ENSMUSG00000026923,ENSMUSG00000018143,ENSMUSG00000003032,ENSMUSG00000053560,ENSMUSG00000021250,ENSMUSG00000023034,ENSMUSG00000035011,ENSMUSG00000005148,ENSMUSG00000020889,ENSMUSG00000022389,ENSMUSG00000016559,ENSMUSG00000032238,ENSMUSG00000025912,ENSMUSG00000015839,ENSMUSG00000042821,ENSMUSG00000054604,ENSMUSG00000001156,ENSMUSG00000048118,ENSMUSG00000036390,ENSMUSG00000021775,ENSMUSG00000078671,ENSMUSG00000002983,ENSMUSG00000002028,ENSMUSG00000038418,ENSMUSG00000039219,ENSMUSG00000034640,ENSMUSG00000036461,ENSMUSG00000030619,ENSMUSG00000038550,ENSMUSG00000055053,ENSMUSG00000111314,ENSMUSG00000024986,ENSMUSG00000035310,ENSMUSG00000040167,ENSMUSG00000020893,ENSMUSG00000071637,ENSMUSG00000030087,ENSMUSG00000003847,ENSMUSG00000003051,ENSMUSG00000094870,ENSMUSG00000056501,ENSMUSG00000025225,ENSMUSG00000020647,ENSMUSG00000000282,ENSMUSG00000037214,ENSMUSG00000043962,ENSMUSG00000022010,ENSMUSG00000025902,ENSMUSG00000055024,ENSMUSG00000075327,ENSMUSG00000020063,ENSMUSG00000022528,ENSMUSG00000024176,ENSMUSG00000056749,ENSMUSG00000024137,ENSMUSG00000039238,ENSMUSG00000009555,ENSMUSG00000071359,ENSMUSG00000110974,ENSMUSG00000071076,ENSMUSG00000030557,ENSMUSG00000038902,ENSMUSG00000021189,ENSMUSG00000011960,ENSMUSG00000004040,ENSMUSG00000023932,ENSMUSG00000035529,ENSMUSG00000024922,ENSMUSG00000026826,ENSMUSG00000024431,ENSMUSG00000037674,ENSMUSG00000029026,ENSMUSG00000037868,ENSMUSG00000021938,ENSMUSG00000018476,ENSMUSG00000031728,ENSMUSG00000029238,ENSMUSG00000074220,ENSMUSG00000018604,ENSMUSG00000055116,ENSMUSG00000024912,ENSMUSG00000020185,ENSMUSG00000111452,ENSMUSG00000037395,ENSMUSG00000031706,ENSMUSG00000071341,ENSMUSG00000020038,ENSMUSG00000049739,ENSMUSG00000007946,ENSMUSG00000038705,ENSMUSG00000053470,ENSMUSG00000022330,ENSMUSG00000033943,ENSMUSG00000018983,ENSMUSG00000063632,ENSMUSG00000018377,ENSMUSG00000048490,ENSMUSG00000027387,ENSMUSG00000025049,ENSMUSG00000054191,ENSMUSG00000024695,ENSMUSG00000037447,ENSMUSG00000023391,ENSMUSG00000025612,ENSMUSG00000001419,ENSMUSG00000033726,ENSMUSG00000059436"
"GO:MF","regulatory region nucleic acid binding","GO:0001067","5.571897268352442e-14","13.25399689946253","460","974","119","8454","ENSMUSG00000025408,ENSMUSG00000000078,ENSMUSG00000026628,ENSMUSG00000052684,ENSMUSG00000042406,ENSMUSG00000037465,ENSMUSG00000048756,ENSMUSG00000048249,ENSMUSG00000052837,ENSMUSG00000020653,ENSMUSG00000030256,ENSMUSG00000034701,ENSMUSG00000026923,ENSMUSG00000018143,ENSMUSG00000003032,ENSMUSG00000053560,ENSMUSG00000021250,ENSMUSG00000023034,ENSMUSG00000035011,ENSMUSG00000005148,ENSMUSG00000020889,ENSMUSG00000022389,ENSMUSG00000016559,ENSMUSG00000032238,ENSMUSG00000025912,ENSMUSG00000015839,ENSMUSG00000042821,ENSMUSG00000054604,ENSMUSG00000001156,ENSMUSG00000048118,ENSMUSG00000036390,ENSMUSG00000021775,ENSMUSG00000078671,ENSMUSG00000002983,ENSMUSG00000002028,ENSMUSG00000038418,ENSMUSG00000039219,ENSMUSG00000034640,ENSMUSG00000036461,ENSMUSG00000030619,ENSMUSG00000038550,ENSMUSG00000055053,ENSMUSG00000111314,ENSMUSG00000024986,ENSMUSG00000035310,ENSMUSG00000040167,ENSMUSG00000020893,ENSMUSG00000071637,ENSMUSG00000030087,ENSMUSG00000003847,ENSMUSG00000003051,ENSMUSG00000094870,ENSMUSG00000056501,ENSMUSG00000025225,ENSMUSG00000020647,ENSMUSG00000000282,ENSMUSG00000037214,ENSMUSG00000043962,ENSMUSG00000022010,ENSMUSG00000025902,ENSMUSG00000055024,ENSMUSG00000075327,ENSMUSG00000020063,ENSMUSG00000022528,ENSMUSG00000024176,ENSMUSG00000056749,ENSMUSG00000024137,ENSMUSG00000039238,ENSMUSG00000009555,ENSMUSG00000071359,ENSMUSG00000110974,ENSMUSG00000071076,ENSMUSG00000030557,ENSMUSG00000038902,ENSMUSG00000021189,ENSMUSG00000011960,ENSMUSG00000004040,ENSMUSG00000023932,ENSMUSG00000035529,ENSMUSG00000024922,ENSMUSG00000026826,ENSMUSG00000024431,ENSMUSG00000037674,ENSMUSG00000029026,ENSMUSG00000037868,ENSMUSG00000021938,ENSMUSG00000018476,ENSMUSG00000031728,ENSMUSG00000029238,ENSMUSG00000074220,ENSMUSG00000018604,ENSMUSG00000055116,ENSMUSG00000024912,ENSMUSG00000020185,ENSMUSG00000111452,ENSMUSG00000037395,ENSMUSG00000031706,ENSMUSG00000071341,ENSMUSG00000020038,ENSMUSG00000049739,ENSMUSG00000007946,ENSMUSG00000038705,ENSMUSG00000053470,ENSMUSG00000022330,ENSMUSG00000033943,ENSMUSG00000018983,ENSMUSG00000063632,ENSMUSG00000018377,ENSMUSG00000048490,ENSMUSG00000027387,ENSMUSG00000025049,ENSMUSG00000054191,ENSMUSG00000024695,ENSMUSG00000037447,ENSMUSG00000023391,ENSMUSG00000025612,ENSMUSG00000001419,ENSMUSG00000033726,ENSMUSG00000059436"
"GO:MF","DNA-binding transcription factor activity","GO:0003700","1.7116783185046255e-13","12.766577850421202","443","974","115","8454","ENSMUSG00000025408,ENSMUSG00000000078,ENSMUSG00000020423,ENSMUSG00000026628,ENSMUSG00000052684,ENSMUSG00000042406,ENSMUSG00000037465,ENSMUSG00000048756,ENSMUSG00000048249,ENSMUSG00000052837,ENSMUSG00000044934,ENSMUSG00000020653,ENSMUSG00000011267,ENSMUSG00000030256,ENSMUSG00000034701,ENSMUSG00000026923,ENSMUSG00000044636,ENSMUSG00000018143,ENSMUSG00000003032,ENSMUSG00000029627,ENSMUSG00000053560,ENSMUSG00000021250,ENSMUSG00000023034,ENSMUSG00000035011,ENSMUSG00000005148,ENSMUSG00000020889,ENSMUSG00000022389,ENSMUSG00000032238,ENSMUSG00000025912,ENSMUSG00000015839,ENSMUSG00000042821,ENSMUSG00000038560,ENSMUSG00000046229,ENSMUSG00000055148,ENSMUSG00000054604,ENSMUSG00000034998,ENSMUSG00000001156,ENSMUSG00000021775,ENSMUSG00000002983,ENSMUSG00000038418,ENSMUSG00000036461,ENSMUSG00000055053,ENSMUSG00000111314,ENSMUSG00000024986,ENSMUSG00000040857,ENSMUSG00000040167,ENSMUSG00000071637,ENSMUSG00000030087,ENSMUSG00000034430,ENSMUSG00000003847,ENSMUSG00000003051,ENSMUSG00000032425,ENSMUSG00000040123,ENSMUSG00000094870,ENSMUSG00000056501,ENSMUSG00000025225,ENSMUSG00000000282,ENSMUSG00000022361,ENSMUSG00000022010,ENSMUSG00000025902,ENSMUSG00000037188,ENSMUSG00000055024,ENSMUSG00000030042,ENSMUSG00000020063,ENSMUSG00000057101,ENSMUSG00000022528,ENSMUSG00000024176,ENSMUSG00000056749,ENSMUSG00000039238,ENSMUSG00000026491,ENSMUSG00000071359,ENSMUSG00000110974,ENSMUSG00000071076,ENSMUSG00000039910,ENSMUSG00000030557,ENSMUSG00000019256,ENSMUSG00000004040,ENSMUSG00000023932,ENSMUSG00000035529,ENSMUSG00000024922,ENSMUSG00000026826,ENSMUSG00000024431,ENSMUSG00000037674,ENSMUSG00000029026,ENSMUSG00000037868,ENSMUSG00000031728,ENSMUSG00000029238,ENSMUSG00000074220,ENSMUSG00000018604,ENSMUSG00000055116,ENSMUSG00000024912,ENSMUSG00000020185,ENSMUSG00000111452,ENSMUSG00000037395,ENSMUSG00000031706,ENSMUSG00000054648,ENSMUSG00000027806,ENSMUSG00000071341,ENSMUSG00000042745,ENSMUSG00000007946,ENSMUSG00000053470,ENSMUSG00000022330,ENSMUSG00000033943,ENSMUSG00000018983,ENSMUSG00000063632,ENSMUSG00000018377,ENSMUSG00000032745,ENSMUSG00000027387,ENSMUSG00000064141,ENSMUSG00000025049,ENSMUSG00000023391,ENSMUSG00000025612,ENSMUSG00000001419,ENSMUSG00000033726,ENSMUSG00000059436"
"GO:MF","transcription regulatory region sequence-specific DNA binding","GO:0000976","2.85720198447377e-13","12.54405905690753","389","974","105","8454","ENSMUSG00000025408,ENSMUSG00000000078,ENSMUSG00000026628,ENSMUSG00000052684,ENSMUSG00000042406,ENSMUSG00000037465,ENSMUSG00000048756,ENSMUSG00000048249,ENSMUSG00000052837,ENSMUSG00000030256,ENSMUSG00000034701,ENSMUSG00000026923,ENSMUSG00000018143,ENSMUSG00000003032,ENSMUSG00000053560,ENSMUSG00000021250,ENSMUSG00000023034,ENSMUSG00000035011,ENSMUSG00000005148,ENSMUSG00000020889,ENSMUSG00000022389,ENSMUSG00000016559,ENSMUSG00000032238,ENSMUSG00000025912,ENSMUSG00000015839,ENSMUSG00000042821,ENSMUSG00000054604,ENSMUSG00000001156,ENSMUSG00000036390,ENSMUSG00000021775,ENSMUSG00000078671,ENSMUSG00000002983,ENSMUSG00000002028,ENSMUSG00000038418,ENSMUSG00000036461,ENSMUSG00000030619,ENSMUSG00000038550,ENSMUSG00000055053,ENSMUSG00000111314,ENSMUSG00000024986,ENSMUSG00000035310,ENSMUSG00000040167,ENSMUSG00000020893,ENSMUSG00000071637,ENSMUSG00000030087,ENSMUSG00000003847,ENSMUSG00000003051,ENSMUSG00000094870,ENSMUSG00000056501,ENSMUSG00000025225,ENSMUSG00000000282,ENSMUSG00000037214,ENSMUSG00000043962,ENSMUSG00000022010,ENSMUSG00000055024,ENSMUSG00000075327,ENSMUSG00000020063,ENSMUSG00000022528,ENSMUSG00000024176,ENSMUSG00000056749,ENSMUSG00000024137,ENSMUSG00000039238,ENSMUSG00000009555,ENSMUSG00000071359,ENSMUSG00000110974,ENSMUSG00000071076,ENSMUSG00000030557,ENSMUSG00000038902,ENSMUSG00000004040,ENSMUSG00000023932,ENSMUSG00000035529,ENSMUSG00000024922,ENSMUSG00000026826,ENSMUSG00000024431,ENSMUSG00000037674,ENSMUSG00000029026,ENSMUSG00000037868,ENSMUSG00000021938,ENSMUSG00000018476,ENSMUSG00000029238,ENSMUSG00000018604,ENSMUSG00000055116,ENSMUSG00000024912,ENSMUSG00000020185,ENSMUSG00000031706,ENSMUSG00000071341,ENSMUSG00000020038,ENSMUSG00000049739,ENSMUSG00000007946,ENSMUSG00000038705,ENSMUSG00000053470,ENSMUSG00000022330,ENSMUSG00000033943,ENSMUSG00000018983,ENSMUSG00000063632,ENSMUSG00000018377,ENSMUSG00000048490,ENSMUSG00000027387,ENSMUSG00000054191,ENSMUSG00000024695,ENSMUSG00000023391,ENSMUSG00000025612,ENSMUSG00000001419,ENSMUSG00000033726,ENSMUSG00000059436"
"GO:MF","DNA-binding transcription activator activity, RNA polymerase II-specific","GO:0001228","3.9051468802829674e-13","12.408362626806717","165","974","61","8454","ENSMUSG00000025408,ENSMUSG00000000078,ENSMUSG00000052684,ENSMUSG00000042406,ENSMUSG00000037465,ENSMUSG00000048756,ENSMUSG00000048249,ENSMUSG00000052837,ENSMUSG00000034701,ENSMUSG00000026923,ENSMUSG00000044636,ENSMUSG00000003032,ENSMUSG00000053560,ENSMUSG00000021250,ENSMUSG00000023034,ENSMUSG00000005148,ENSMUSG00000022389,ENSMUSG00000025912,ENSMUSG00000015839,ENSMUSG00000002983,ENSMUSG00000038418,ENSMUSG00000036461,ENSMUSG00000055053,ENSMUSG00000071637,ENSMUSG00000030087,ENSMUSG00000003847,ENSMUSG00000003051,ENSMUSG00000094870,ENSMUSG00000056501,ENSMUSG00000025225,ENSMUSG00000022010,ENSMUSG00000025902,ENSMUSG00000037188,ENSMUSG00000020063,ENSMUSG00000024176,ENSMUSG00000039238,ENSMUSG00000071359,ENSMUSG00000110974,ENSMUSG00000071076,ENSMUSG00000030557,ENSMUSG00000004040,ENSMUSG00000023932,ENSMUSG00000035529,ENSMUSG00000024922,ENSMUSG00000026826,ENSMUSG00000024431,ENSMUSG00000029026,ENSMUSG00000037868,ENSMUSG00000029238,ENSMUSG00000018604,ENSMUSG00000055116,ENSMUSG00000024912,ENSMUSG00000007946,ENSMUSG00000022330,ENSMUSG00000033943,ENSMUSG00000018983,ENSMUSG00000063632,ENSMUSG00000018377,ENSMUSG00000023391,ENSMUSG00000025612,ENSMUSG00000001419"
"GO:MF","DNA-binding transcription activator activity","GO:0001216","3.9051468802829674e-13","12.408362626806717","165","974","61","8454","ENSMUSG00000025408,ENSMUSG00000000078,ENSMUSG00000052684,ENSMUSG00000042406,ENSMUSG00000037465,ENSMUSG00000048756,ENSMUSG00000048249,ENSMUSG00000052837,ENSMUSG00000034701,ENSMUSG00000026923,ENSMUSG00000044636,ENSMUSG00000003032,ENSMUSG00000053560,ENSMUSG00000021250,ENSMUSG00000023034,ENSMUSG00000005148,ENSMUSG00000022389,ENSMUSG00000025912,ENSMUSG00000015839,ENSMUSG00000002983,ENSMUSG00000038418,ENSMUSG00000036461,ENSMUSG00000055053,ENSMUSG00000071637,ENSMUSG00000030087,ENSMUSG00000003847,ENSMUSG00000003051,ENSMUSG00000094870,ENSMUSG00000056501,ENSMUSG00000025225,ENSMUSG00000022010,ENSMUSG00000025902,ENSMUSG00000037188,ENSMUSG00000020063,ENSMUSG00000024176,ENSMUSG00000039238,ENSMUSG00000071359,ENSMUSG00000110974,ENSMUSG00000071076,ENSMUSG00000030557,ENSMUSG00000004040,ENSMUSG00000023932,ENSMUSG00000035529,ENSMUSG00000024922,ENSMUSG00000026826,ENSMUSG00000024431,ENSMUSG00000029026,ENSMUSG00000037868,ENSMUSG00000029238,ENSMUSG00000018604,ENSMUSG00000055116,ENSMUSG00000024912,ENSMUSG00000007946,ENSMUSG00000022330,ENSMUSG00000033943,ENSMUSG00000018983,ENSMUSG00000063632,ENSMUSG00000018377,ENSMUSG00000023391,ENSMUSG00000025612,ENSMUSG00000001419"
