"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of multicellular organismal process","GO:0051239","6.170843455502646e-10","9.209655470807089","2308","1465","358","13554","ENSMUSG00000052854,ENSMUSG00000026211,ENSMUSG00000034312,ENSMUSG00000003573,ENSMUSG00000022367,ENSMUSG00000004885,ENSMUSG00000024087,ENSMUSG00000048373,ENSMUSG00000019960,ENSMUSG00000037411,ENSMUSG00000031486,ENSMUSG00000030022,ENSMUSG00000020170,ENSMUSG00000015053,ENSMUSG00000063382,ENSMUSG00000067071,ENSMUSG00000024349,ENSMUSG00000062115,ENSMUSG00000056758,ENSMUSG00000020101,ENSMUSG00000048218,ENSMUSG00000023224,ENSMUSG00000018899,ENSMUSG00000028977,ENSMUSG00000045039,ENSMUSG00000013076,ENSMUSG00000036030,ENSMUSG00000064179,ENSMUSG00000020689,ENSMUSG00000071637,ENSMUSG00000029802,ENSMUSG00000030084,ENSMUSG00000027660,ENSMUSG00000031488,ENSMUSG00000044813,ENSMUSG00000041607,ENSMUSG00000053470,ENSMUSG00000013089,ENSMUSG00000027863,ENSMUSG00000015243,ENSMUSG00000061048,ENSMUSG00000000628,ENSMUSG00000001672,ENSMUSG00000026946,ENSMUSG00000052713,ENSMUSG00000051790,ENSMUSG00000029816,ENSMUSG00000034701,ENSMUSG00000046718,ENSMUSG00000060459,ENSMUSG00000019647,ENSMUSG00000005893,ENSMUSG00000034765,ENSMUSG00000020886,ENSMUSG00000022150,ENSMUSG00000001627,ENSMUSG00000014773,ENSMUSG00000028469,ENSMUSG00000035873,ENSMUSG00000021256,ENSMUSG00000071337,ENSMUSG00000031668,ENSMUSG00000027834,ENSMUSG00000049577,ENSMUSG00000031965,ENSMUSG00000037860,ENSMUSG00000038545,ENSMUSG00000024985,ENSMUSG00000046186,ENSMUSG00000036158,ENSMUSG00000029994,ENSMUSG00000048904,ENSMUSG00000037852,ENSMUSG00000029050,ENSMUSG00000024247,ENSMUSG00000035914,ENSMUSG00000022265,ENSMUSG00000060803,ENSMUSG00000046449,ENSMUSG00000037921,ENSMUSG00000044393,ENSMUSG00000038058,ENSMUSG00000049001,ENSMUSG00000026288,ENSMUSG00000014554,ENSMUSG00000024810,ENSMUSG00000051367,ENSMUSG00000036580,ENSMUSG00000022575,ENSMUSG00000031503,ENSMUSG00000068220,ENSMUSG00000068329,ENSMUSG00000017466,ENSMUSG00000031563,ENSMUSG00000024421,ENSMUSG00000021054,ENSMUSG00000022016,ENSMUSG00000050732,ENSMUSG00000054364,ENSMUSG00000019846,ENSMUSG00000038807,ENSMUSG00000073125,ENSMUSG00000034330,ENSMUSG00000019997,ENSMUSG00000009248,ENSMUSG00000039910,ENSMUSG00000000627,ENSMUSG00000038580,ENSMUSG00000015342,ENSMUSG00000032737,ENSMUSG00000051391,ENSMUSG00000040136,ENSMUSG00000025959,ENSMUSG00000063810,ENSMUSG00000020623,ENSMUSG00000062960,ENSMUSG00000049625,ENSMUSG00000043895,ENSMUSG00000052684,ENSMUSG00000021469,ENSMUSG00000025586,ENSMUSG00000031438,ENSMUSG00000021583,ENSMUSG00000046532,ENSMUSG00000052914,ENSMUSG00000030411,ENSMUSG00000024063,ENSMUSG00000048583,ENSMUSG00000041245,ENSMUSG00000052534,ENSMUSG00000025932,ENSMUSG00000031489,ENSMUSG00000036273,ENSMUSG00000024754,ENSMUSG00000054693,ENSMUSG00000034684,ENSMUSG00000030051,ENSMUSG00000028184,ENSMUSG00000042345,ENSMUSG00000020707,ENSMUSG00000029710,ENSMUSG00000032035,ENSMUSG00000000632,ENSMUSG00000032312,ENSMUSG00000028496,ENSMUSG00000027070,ENSMUSG00000001729,ENSMUSG00000026121,ENSMUSG00000034813,ENSMUSG00000016496,ENSMUSG00000036526,ENSMUSG00000018900,ENSMUSG00000035305,ENSMUSG00000030638,ENSMUSG00000026896,ENSMUSG00000039656,ENSMUSG00000001240,ENSMUSG00000032290,ENSMUSG00000029163,ENSMUSG00000022255,ENSMUSG00000015846,ENSMUSG00000079363,ENSMUSG00000034127,ENSMUSG00000003436,ENSMUSG00000036986,ENSMUSG00000035692,ENSMUSG00000048537,ENSMUSG00000022098,ENSMUSG00000031734,ENSMUSG00000040118,ENSMUSG00000046500,ENSMUSG00000039844,ENSMUSG00000041415,ENSMUSG00000025812,ENSMUSG00000026176,ENSMUSG00000029648,ENSMUSG00000034121,ENSMUSG00000041187,ENSMUSG00000023972,ENSMUSG00000022425,ENSMUSG00000031659,ENSMUSG00000024423,ENSMUSG00000027077,ENSMUSG00000000214,ENSMUSG00000058099,ENSMUSG00000042626,ENSMUSG00000043909,ENSMUSG00000041530,ENSMUSG00000045287,ENSMUSG00000001750,ENSMUSG00000027551,ENSMUSG00000022306,ENSMUSG00000021108,ENSMUSG00000032440,ENSMUSG00000061723,ENSMUSG00000038146,ENSMUSG00000058755,ENSMUSG00000019699,ENSMUSG00000044288,ENSMUSG00000023885,ENSMUSG00000024913,ENSMUSG00000031740,ENSMUSG00000044674,ENSMUSG00000032336,ENSMUSG00000026185,ENSMUSG00000034675,ENSMUSG00000038239,ENSMUSG00000035283,ENSMUSG00000020227,ENSMUSG00000050989,ENSMUSG00000026872,ENSMUSG00000043154,ENSMUSG00000051343,ENSMUSG00000044254,ENSMUSG00000038188,ENSMUSG00000050730,ENSMUSG00000034648,ENSMUSG00000018166,ENSMUSG00000055116,ENSMUSG00000038319,ENSMUSG00000032076,ENSMUSG00000030098,ENSMUSG00000032968,ENSMUSG00000071424,ENSMUSG00000022037,ENSMUSG00000022475,ENSMUSG00000053930,ENSMUSG00000038533,ENSMUSG00000037944,ENSMUSG00000030600,ENSMUSG00000022868,ENSMUSG00000027895,ENSMUSG00000028525,ENSMUSG00000050896,ENSMUSG00000031639,ENSMUSG00000061232,ENSMUSG00000029646,ENSMUSG00000028834,ENSMUSG00000023473,ENSMUSG00000039671,ENSMUSG00000041000,ENSMUSG00000048915,ENSMUSG00000040629,ENSMUSG00000031948,ENSMUSG00000073599,ENSMUSG00000016528,ENSMUSG00000036792,ENSMUSG00000034758,ENSMUSG00000044303,ENSMUSG00000020387,ENSMUSG00000042594,ENSMUSG00000024163,ENSMUSG00000026249,ENSMUSG00000050288,ENSMUSG00000058756,ENSMUSG00000002771,ENSMUSG00000060675,ENSMUSG00000032228,ENSMUSG00000020389,ENSMUSG00000028195,ENSMUSG00000025555,ENSMUSG00000019194,ENSMUSG00000027995,ENSMUSG00000026175,ENSMUSG00000032093,ENSMUSG00000048482,ENSMUSG00000024927,ENSMUSG00000021745,ENSMUSG00000032259,ENSMUSG00000035901,ENSMUSG00000078794,ENSMUSG00000024085,ENSMUSG00000021819,ENSMUSG00000032011,ENSMUSG00000032702,ENSMUSG00000037295,ENSMUSG00000034371,ENSMUSG00000053965,ENSMUSG00000034394,ENSMUSG00000023206,ENSMUSG00000030592,ENSMUSG00000020132,ENSMUSG00000028854,ENSMUSG00000022661,ENSMUSG00000027523,ENSMUSG00000056486,ENSMUSG00000052234,ENSMUSG00000031902,ENSMUSG00000036867,ENSMUSG00000050627,ENSMUSG00000038453,ENSMUSG00000031871,ENSMUSG00000008999,ENSMUSG00000000567,ENSMUSG00000024789,ENSMUSG00000042607,ENSMUSG00000025473,ENSMUSG00000022053,ENSMUSG00000034957,ENSMUSG00000037664,ENSMUSG00000047810,ENSMUSG00000061086,ENSMUSG00000057880,ENSMUSG00000027111,ENSMUSG00000051457,ENSMUSG00000037605,ENSMUSG00000031520,ENSMUSG00000029484,ENSMUSG00000053550,ENSMUSG00000046876,ENSMUSG00000028068,ENSMUSG00000063063,ENSMUSG00000034201,ENSMUSG00000085795,ENSMUSG00000037234,ENSMUSG00000001227,ENSMUSG00000000489,ENSMUSG00000027562,ENSMUSG00000059741,ENSMUSG00000042082,ENSMUSG00000033170,ENSMUSG00000015619,ENSMUSG00000014599,ENSMUSG00000031755,ENSMUSG00000024659,ENSMUSG00000018476,ENSMUSG00000090958,ENSMUSG00000043029,ENSMUSG00000026672,ENSMUSG00000035671,ENSMUSG00000062175,ENSMUSG00000027315,ENSMUSG00000036606,ENSMUSG00000031955,ENSMUSG00000040152,ENSMUSG00000040663,ENSMUSG00000028602,ENSMUSG00000074272,ENSMUSG00000052821,ENSMUSG00000034855,ENSMUSG00000026177,ENSMUSG00000020357,ENSMUSG00000070509,ENSMUSG00000034663,ENSMUSG00000001249,ENSMUSG00000038175,ENSMUSG00000027665,ENSMUSG00000042745,ENSMUSG00000026842,ENSMUSG00000061111,ENSMUSG00000021670,ENSMUSG00000028480,ENSMUSG00000032363,ENSMUSG00000031714,ENSMUSG00000033278,ENSMUSG00000023961,ENSMUSG00000074743,ENSMUSG00000022257"
"GO:BP","response to stimulus","GO:0050896","5.303526317013824e-8","7.275435271762713","5903","1465","765","13554","ENSMUSG00000052854,ENSMUSG00000017009,ENSMUSG00000029913,ENSMUSG00000079477,ENSMUSG00000030079,ENSMUSG00000034312,ENSMUSG00000003573,ENSMUSG00000051855,ENSMUSG00000022367,ENSMUSG00000030094,ENSMUSG00000004885,ENSMUSG00000054720,ENSMUSG00000024087,ENSMUSG00000063268,ENSMUSG00000029094,ENSMUSG00000059486,ENSMUSG00000034037,ENSMUSG00000009628,ENSMUSG00000048373,ENSMUSG00000043843,ENSMUSG00000039959,ENSMUSG00000019960,ENSMUSG00000021453,ENSMUSG00000028270,ENSMUSG00000037411,ENSMUSG00000055799,ENSMUSG00000031757,ENSMUSG00000029836,ENSMUSG00000031486,ENSMUSG00000051043,ENSMUSG00000031951,ENSMUSG00000069053,ENSMUSG00000030022,ENSMUSG00000020170,ENSMUSG00000015053,ENSMUSG00000021892,ENSMUSG00000070327,ENSMUSG00000063382,ENSMUSG00000020032,ENSMUSG00000024349,ENSMUSG00000030681,ENSMUSG00000056673,ENSMUSG00000045095,ENSMUSG00000023043,ENSMUSG00000068328,ENSMUSG00000062190,ENSMUSG00000057143,ENSMUSG00000046997,ENSMUSG00000027221,ENSMUSG00000056758,ENSMUSG00000022900,ENSMUSG00000020101,ENSMUSG00000064373,ENSMUSG00000023224,ENSMUSG00000018899,ENSMUSG00000042436,ENSMUSG00000067786,ENSMUSG00000043131,ENSMUSG00000029999,ENSMUSG00000069874,ENSMUSG00000028680,ENSMUSG00000034203,ENSMUSG00000045039,ENSMUSG00000013076,ENSMUSG00000026944,ENSMUSG00000033788,ENSMUSG00000007850,ENSMUSG00000036030,ENSMUSG00000029561,ENSMUSG00000064179,ENSMUSG00000020689,ENSMUSG00000002870,ENSMUSG00000010660,ENSMUSG00000031634,ENSMUSG00000034422,ENSMUSG00000022750,ENSMUSG00000027466,ENSMUSG00000029802,ENSMUSG00000057615,ENSMUSG00000030084,ENSMUSG00000027660,ENSMUSG00000035615,ENSMUSG00000029920,ENSMUSG00000044813,ENSMUSG00000023927,ENSMUSG00000078853,ENSMUSG00000015653,ENSMUSG00000041607,ENSMUSG00000032068,ENSMUSG00000021998,ENSMUSG00000041189,ENSMUSG00000047182,ENSMUSG00000050812,ENSMUSG00000053470,ENSMUSG00000013089,ENSMUSG00000015243,ENSMUSG00000061048,ENSMUSG00000029780,ENSMUSG00000000628,ENSMUSG00000031731,ENSMUSG00000043668,ENSMUSG00000061356,ENSMUSG00000001672,ENSMUSG00000026946,ENSMUSG00000028756,ENSMUSG00000051790,ENSMUSG00000030086,ENSMUSG00000029816,ENSMUSG00000057230,ENSMUSG00000030034,ENSMUSG00000034701,ENSMUSG00000052656,ENSMUSG00000046718,ENSMUSG00000060459,ENSMUSG00000037111,ENSMUSG00000021240,ENSMUSG00000023923,ENSMUSG00000019647,ENSMUSG00000005893,ENSMUSG00000034765,ENSMUSG00000031530,ENSMUSG00000020886,ENSMUSG00000022150,ENSMUSG00000001627,ENSMUSG00000014773,ENSMUSG00000037138,ENSMUSG00000027514,ENSMUSG00000028469,ENSMUSG00000020380,ENSMUSG00000025357,ENSMUSG00000022263,ENSMUSG00000039103,ENSMUSG00000004347,ENSMUSG00000044308,ENSMUSG00000035873,ENSMUSG00000021256,ENSMUSG00000040253,ENSMUSG00000031668,ENSMUSG00000031790,ENSMUSG00000031965,ENSMUSG00000026726,ENSMUSG00000048490,ENSMUSG00000037860,ENSMUSG00000024985,ENSMUSG00000079012,ENSMUSG00000041992,ENSMUSG00000021591,ENSMUSG00000046186,ENSMUSG00000036158,ENSMUSG00000029994,ENSMUSG00000048904,ENSMUSG00000040009,ENSMUSG00000029060,ENSMUSG00000037852,ENSMUSG00000025076,ENSMUSG00000029050,ENSMUSG00000035914,ENSMUSG00000040268,ENSMUSG00000032492,ENSMUSG00000049382,ENSMUSG00000049109,ENSMUSG00000060803,ENSMUSG00000030082,ENSMUSG00000028268,ENSMUSG00000032271,ENSMUSG00000092035,ENSMUSG00000008398,ENSMUSG00000037921,ENSMUSG00000029298,ENSMUSG00000044393,ENSMUSG00000038058,ENSMUSG00000062007,ENSMUSG00000029428,ENSMUSG00000049001,ENSMUSG00000024558,ENSMUSG00000026288,ENSMUSG00000040940,ENSMUSG00000024810,ENSMUSG00000029640,ENSMUSG00000036402,ENSMUSG00000027858,ENSMUSG00000028980,ENSMUSG00000038677,ENSMUSG00000058248,ENSMUSG00000051367,ENSMUSG00000063972,ENSMUSG00000036580,ENSMUSG00000031642,ENSMUSG00000022575,ENSMUSG00000022906,ENSMUSG00000031503,ENSMUSG00000068220,ENSMUSG00000013419,ENSMUSG00000068329,ENSMUSG00000079491,ENSMUSG00000031575,ENSMUSG00000017466,ENSMUSG00000002997,ENSMUSG00000069825,ENSMUSG00000031583,ENSMUSG00000031563,ENSMUSG00000024421,ENSMUSG00000031278,ENSMUSG00000021054,ENSMUSG00000023959,ENSMUSG00000024339,ENSMUSG00000008136,ENSMUSG00000025089,ENSMUSG00000029716,ENSMUSG00000050732,ENSMUSG00000031095,ENSMUSG00000020599,ENSMUSG00000037428,ENSMUSG00000026430,ENSMUSG00000034573,ENSMUSG00000054364,ENSMUSG00000004508,ENSMUSG00000026480,ENSMUSG00000057378,ENSMUSG00000031990,ENSMUSG00000051455,ENSMUSG00000038807,ENSMUSG00000034330,ENSMUSG00000019997,ENSMUSG00000009248,ENSMUSG00000039910,ENSMUSG00000000627,ENSMUSG00000024308,ENSMUSG00000056116,ENSMUSG00000036863,ENSMUSG00000030849,ENSMUSG00000038580,ENSMUSG00000032737,ENSMUSG00000002393,ENSMUSG00000029661,ENSMUSG00000018841,ENSMUSG00000002797,ENSMUSG00000051391,ENSMUSG00000040723,ENSMUSG00000078922,ENSMUSG00000040136,ENSMUSG00000021144,ENSMUSG00000025959,ENSMUSG00000031144,ENSMUSG00000063810,ENSMUSG00000020623,ENSMUSG00000062960,ENSMUSG00000044629,ENSMUSG00000020696,ENSMUSG00000049625,ENSMUSG00000025757,ENSMUSG00000038301,ENSMUSG00000018008,ENSMUSG00000037166,ENSMUSG00000022074,ENSMUSG00000043895,ENSMUSG00000037242,ENSMUSG00000052684,ENSMUSG00000021469,ENSMUSG00000038155,ENSMUSG00000025586,ENSMUSG00000030527,ENSMUSG00000044033,ENSMUSG00000021583,ENSMUSG00000020694,ENSMUSG00000002459,ENSMUSG00000026979,ENSMUSG00000004633,ENSMUSG00000046532,ENSMUSG00000052914,ENSMUSG00000038604,ENSMUSG00000022619,ENSMUSG00000020427,ENSMUSG00000060441,ENSMUSG00000026204,ENSMUSG00000027220,ENSMUSG00000036880,ENSMUSG00000030847,ENSMUSG00000079056,ENSMUSG00000024063,ENSMUSG00000048583,ENSMUSG00000023044,ENSMUSG00000041245,ENSMUSG00000019907,ENSMUSG00000036534,ENSMUSG00000030966,ENSMUSG00000020099,ENSMUSG00000025932,ENSMUSG00000031489,ENSMUSG00000036273,ENSMUSG00000063239,ENSMUSG00000030685,ENSMUSG00000054693,ENSMUSG00000039960,ENSMUSG00000034684,ENSMUSG00000059263,ENSMUSG00000030051,ENSMUSG00000028184,ENSMUSG00000042345,ENSMUSG00000020707,ENSMUSG00000029710,ENSMUSG00000032035,ENSMUSG00000000632,ENSMUSG00000030055,ENSMUSG00000032312,ENSMUSG00000028496,ENSMUSG00000027070,ENSMUSG00000001729,ENSMUSG00000026121,ENSMUSG00000035342,ENSMUSG00000030032,ENSMUSG00000034813,ENSMUSG00000045100,ENSMUSG00000051236,ENSMUSG00000016496,ENSMUSG00000010025,ENSMUSG00000020289,ENSMUSG00000036526,ENSMUSG00000004568,ENSMUSG00000032269,ENSMUSG00000078921,ENSMUSG00000035305,ENSMUSG00000040026,ENSMUSG00000001248,ENSMUSG00000028556,ENSMUSG00000026896,ENSMUSG00000039656,ENSMUSG00000001240,ENSMUSG00000028776,ENSMUSG00000029163,ENSMUSG00000022255,ENSMUSG00000000805,ENSMUSG00000015846,ENSMUSG00000015501,ENSMUSG00000019874,ENSMUSG00000025190,ENSMUSG00000060586,ENSMUSG00000031111,ENSMUSG00000079363,ENSMUSG00000022840,ENSMUSG00000031502,ENSMUSG00000033350,ENSMUSG00000058301,ENSMUSG00000017707,ENSMUSG00000029798,ENSMUSG00000034127,ENSMUSG00000003436,ENSMUSG00000031627,ENSMUSG00000036986,ENSMUSG00000025265,ENSMUSG00000020911,ENSMUSG00000035692,ENSMUSG00000020486,ENSMUSG00000038042,ENSMUSG00000022098,ENSMUSG00000037552,ENSMUSG00000035775,ENSMUSG00000003378,ENSMUSG00000028124,ENSMUSG00000046879,ENSMUSG00000040118,ENSMUSG00000028771,ENSMUSG00000046500,ENSMUSG00000045932,ENSMUSG00000039844,ENSMUSG00000041415,ENSMUSG00000091625,ENSMUSG00000006567,ENSMUSG00000032220,ENSMUSG00000025812,ENSMUSG00000030770,ENSMUSG00000004994,ENSMUSG00000054051,ENSMUSG00000047989,ENSMUSG00000026114,ENSMUSG00000058056,ENSMUSG00000029648,ENSMUSG00000022636,ENSMUSG00000024883,ENSMUSG00000032358,ENSMUSG00000022075,ENSMUSG00000049401,ENSMUSG00000034121,ENSMUSG00000034135,ENSMUSG00000041187,ENSMUSG00000026098,ENSMUSG00000023972,ENSMUSG00000022425,ENSMUSG00000031659,ENSMUSG00000024423,ENSMUSG00000027077,ENSMUSG00000000214,ENSMUSG00000061143,ENSMUSG00000058099,ENSMUSG00000033697,ENSMUSG00000042626,ENSMUSG00000033430,ENSMUSG00000019779,ENSMUSG00000043909,ENSMUSG00000041530,ENSMUSG00000041258,ENSMUSG00000045287,ENSMUSG00000001750,ENSMUSG00000036885,ENSMUSG00000038546,ENSMUSG00000030329,ENSMUSG00000021108,ENSMUSG00000032440,ENSMUSG00000038146,ENSMUSG00000057465,ENSMUSG00000058755,ENSMUSG00000048234,ENSMUSG00000029778,ENSMUSG00000019699,ENSMUSG00000044288,ENSMUSG00000024913,ENSMUSG00000022443,ENSMUSG00000031740,ENSMUSG00000044674,ENSMUSG00000047507,ENSMUSG00000053907,ENSMUSG00000068290,ENSMUSG00000032336,ENSMUSG00000026185,ENSMUSG00000014782,ENSMUSG00000034675,ENSMUSG00000052539,ENSMUSG00000039782,ENSMUSG00000035283,ENSMUSG00000020227,ENSMUSG00000040322,ENSMUSG00000050989,ENSMUSG00000024366,ENSMUSG00000026872,ENSMUSG00000030397,ENSMUSG00000043154,ENSMUSG00000024043,ENSMUSG00000051343,ENSMUSG00000044254,ENSMUSG00000038188,ENSMUSG00000050730,ENSMUSG00000034652,ENSMUSG00000030643,ENSMUSG00000031652,ENSMUSG00000032327,ENSMUSG00000031827,ENSMUSG00000061322,ENSMUSG00000041633,ENSMUSG00000019989,ENSMUSG00000018166,ENSMUSG00000025348,ENSMUSG00000049502,ENSMUSG00000055116,ENSMUSG00000038319,ENSMUSG00000039519,ENSMUSG00000007880,ENSMUSG00000032076,ENSMUSG00000030259,ENSMUSG00000030098,ENSMUSG00000032968,ENSMUSG00000035697,ENSMUSG00000028078,ENSMUSG00000071424,ENSMUSG00000014329,ENSMUSG00000002249,ENSMUSG00000022037,ENSMUSG00000022475,ENSMUSG00000053930,ENSMUSG00000038533,ENSMUSG00000037944,ENSMUSG00000026579,ENSMUSG00000022324,ENSMUSG00000022868,ENSMUSG00000034848,ENSMUSG00000000058,ENSMUSG00000003033,ENSMUSG00000032009,ENSMUSG00000020135,ENSMUSG00000028525,ENSMUSG00000034459,ENSMUSG00000004567,ENSMUSG00000050896,ENSMUSG00000031639,ENSMUSG00000003382,ENSMUSG00000061232,ENSMUSG00000025839,ENSMUSG00000041556,ENSMUSG00000025504,ENSMUSG00000028834,ENSMUSG00000026797,ENSMUSG00000023473,ENSMUSG00000006362,ENSMUSG00000039671,ENSMUSG00000038069,ENSMUSG00000036390,ENSMUSG00000026879,ENSMUSG00000031165,ENSMUSG00000036908,ENSMUSG00000026930,ENSMUSG00000018819,ENSMUSG00000041000,ENSMUSG00000048915,ENSMUSG00000040629,ENSMUSG00000057719,ENSMUSG00000023800,ENSMUSG00000031948,ENSMUSG00000033068,ENSMUSG00000073599,ENSMUSG00000016528,ENSMUSG00000079355,ENSMUSG00000036912,ENSMUSG00000036792,ENSMUSG00000034758,ENSMUSG00000044303,ENSMUSG00000000792,ENSMUSG00000020387,ENSMUSG00000042594,ENSMUSG00000024163,ENSMUSG00000026249,ENSMUSG00000031805,ENSMUSG00000050288,ENSMUSG00000032534,ENSMUSG00000037348,ENSMUSG00000058756,ENSMUSG00000034771,ENSMUSG00000002771,ENSMUSG00000033446,ENSMUSG00000060675,ENSMUSG00000028413,ENSMUSG00000062300,ENSMUSG00000020802,ENSMUSG00000024456,ENSMUSG00000017493,ENSMUSG00000028195,ENSMUSG00000025764,ENSMUSG00000039661,ENSMUSG00000025555,ENSMUSG00000019194,ENSMUSG00000032175,ENSMUSG00000027995,ENSMUSG00000028645,ENSMUSG00000032462,ENSMUSG00000026175,ENSMUSG00000032093,ENSMUSG00000030805,ENSMUSG00000016552,ENSMUSG00000005373,ENSMUSG00000048482,ENSMUSG00000039166,ENSMUSG00000029821,ENSMUSG00000038122,ENSMUSG00000060600,ENSMUSG00000024927,ENSMUSG00000032259,ENSMUSG00000078794,ENSMUSG00000033039,ENSMUSG00000042628,ENSMUSG00000020682,ENSMUSG00000033597,ENSMUSG00000026701,ENSMUSG00000068740,ENSMUSG00000021819,ENSMUSG00000032011,ENSMUSG00000039982,ENSMUSG00000031950,ENSMUSG00000028527,ENSMUSG00000006456,ENSMUSG00000025867,ENSMUSG00000032702,ENSMUSG00000032340,ENSMUSG00000037295,ENSMUSG00000021065,ENSMUSG00000033763,ENSMUSG00000024313,ENSMUSG00000041638,ENSMUSG00000034371,ENSMUSG00000053965,ENSMUSG00000034394,ENSMUSG00000032849,ENSMUSG00000033885,ENSMUSG00000023206,ENSMUSG00000030592,ENSMUSG00000020132,ENSMUSG00000023830,ENSMUSG00000028854,ENSMUSG00000032246,ENSMUSG00000040843,ENSMUSG00000022661,ENSMUSG00000042377,ENSMUSG00000024727,ENSMUSG00000027523,ENSMUSG00000000811,ENSMUSG00000056486,ENSMUSG00000052234,ENSMUSG00000025993,ENSMUSG00000036867,ENSMUSG00000024642,ENSMUSG00000048015,ENSMUSG00000027510,ENSMUSG00000050627,ENSMUSG00000034947,ENSMUSG00000031871,ENSMUSG00000031504,ENSMUSG00000056708,ENSMUSG00000008999,ENSMUSG00000033014,ENSMUSG00000016758,ENSMUSG00000054763,ENSMUSG00000000567,ENSMUSG00000024789,ENSMUSG00000042607,ENSMUSG00000031751,ENSMUSG00000025473,ENSMUSG00000004677,ENSMUSG00000028558,ENSMUSG00000034957,ENSMUSG00000027018,ENSMUSG00000018001,ENSMUSG00000028926,ENSMUSG00000024451,ENSMUSG00000037664,ENSMUSG00000024906,ENSMUSG00000006906,ENSMUSG00000047810,ENSMUSG00000057982,ENSMUSG00000057880,ENSMUSG00000027111,ENSMUSG00000031229,ENSMUSG00000004947,ENSMUSG00000041836,ENSMUSG00000051457,ENSMUSG00000037605,ENSMUSG00000046329,ENSMUSG00000036198,ENSMUSG00000031520,ENSMUSG00000029484,ENSMUSG00000053550,ENSMUSG00000046876,ENSMUSG00000028068,ENSMUSG00000063063,ENSMUSG00000042804,ENSMUSG00000034201,ENSMUSG00000030720,ENSMUSG00000044857,ENSMUSG00000085795,ENSMUSG00000061462,ENSMUSG00000045348,ENSMUSG00000001227,ENSMUSG00000000489,ENSMUSG00000041112,ENSMUSG00000029923,ENSMUSG00000050556,ENSMUSG00000021096,ENSMUSG00000073968,ENSMUSG00000041408,ENSMUSG00000031985,ENSMUSG00000032244,ENSMUSG00000022861,ENSMUSG00000027684,ENSMUSG00000074115,ENSMUSG00000030465,ENSMUSG00000022462,ENSMUSG00000021703,ENSMUSG00000029082,ENSMUSG00000024791,ENSMUSG00000027562,ENSMUSG00000028830,ENSMUSG00000034690,ENSMUSG00000031309,ENSMUSG00000040653,ENSMUSG00000051703,ENSMUSG00000020661,ENSMUSG00000027894,ENSMUSG00000026875,ENSMUSG00000020717,ENSMUSG00000028785,ENSMUSG00000034457,ENSMUSG00000042082,ENSMUSG00000033170,ENSMUSG00000027177,ENSMUSG00000029337,ENSMUSG00000022610,ENSMUSG00000015619,ENSMUSG00000028542,ENSMUSG00000014599,ENSMUSG00000061313,ENSMUSG00000000617,ENSMUSG00000031755,ENSMUSG00000024659,ENSMUSG00000034845,ENSMUSG00000036591,ENSMUSG00000076432,ENSMUSG00000038844,ENSMUSG00000018476,ENSMUSG00000090958,ENSMUSG00000024976,ENSMUSG00000043029,ENSMUSG00000026672,ENSMUSG00000068747,ENSMUSG00000025950,ENSMUSG00000020424,ENSMUSG00000035671,ENSMUSG00000040093,ENSMUSG00000027935,ENSMUSG00000062175,ENSMUSG00000025196,ENSMUSG00000027315,ENSMUSG00000040433,ENSMUSG00000036606,ENSMUSG00000038005,ENSMUSG00000031955,ENSMUSG00000028354,ENSMUSG00000015224,ENSMUSG00000021072,ENSMUSG00000040152,ENSMUSG00000040663,ENSMUSG00000047496,ENSMUSG00000055301,ENSMUSG00000018169,ENSMUSG00000073409,ENSMUSG00000028602,ENSMUSG00000074272,ENSMUSG00000059772,ENSMUSG00000031833,ENSMUSG00000054509,ENSMUSG00000030494,ENSMUSG00000052821,ENSMUSG00000034855,ENSMUSG00000039536,ENSMUSG00000026177,ENSMUSG00000043013,ENSMUSG00000027855,ENSMUSG00000020357,ENSMUSG00000070687,ENSMUSG00000056724,ENSMUSG00000070509,ENSMUSG00000034663,ENSMUSG00000049580,ENSMUSG00000001249,ENSMUSG00000056220,ENSMUSG00000025218,ENSMUSG00000045671,ENSMUSG00000032715,ENSMUSG00000001986,ENSMUSG00000038175,ENSMUSG00000027665,ENSMUSG00000042745,ENSMUSG00000043099,ENSMUSG00000029135,ENSMUSG00000071176,ENSMUSG00000026842,ENSMUSG00000024661,ENSMUSG00000039853,ENSMUSG00000021670,ENSMUSG00000004038,ENSMUSG00000001588,ENSMUSG00000028480,ENSMUSG00000022449,ENSMUSG00000032363,ENSMUSG00000031714,ENSMUSG00000033278,ENSMUSG00000038843,ENSMUSG00000023961,ENSMUSG00000074743,ENSMUSG00000021589"
